
Device             Param            Noise Contribution    % Of Total
/I0/I3/MN1         rs               3.24372e-17           0.00      
/I43/MN13          rs               3.17221e-17           0.00      
/I1/MP12           rs               2.82552e-17           0.00      
/I1/MP7            rs               2.53242e-17           0.00      
/I43/MP11          rd               2.38509e-17           0.00      
/I43/MN13          fn               2.05824e-17           0.00      
/I1/MP9            rd               1.86632e-17           0.00      
/I1/MP16           rd               1.75527e-17           0.00      
/I1/MP14           rd               1.41021e-17           0.00      
/MP8               rd               1.20178e-17           0.00      
/I1/MP8            rd               1.11788e-17           0.00      
/I1/MN181          rs               1.09302e-17           0.00      
/I1/MP123          id               9.38123e-18           0.00      
/I1/MP1            rs               8.71438e-18           0.00      
/I43/M2            fn               6.4677e-18            0.00      
/I1/MP0            rd               6.30291e-18           0.00      
/I43/M5            fn               5.52199e-18           0.00      
/I1/MN181          rd               5.50868e-18           0.00      
/I1/MP3            rs               5.4037e-18            0.00      
/I1/MP14           rs               4.83174e-18           0.00      
/I43/MN13          rd               4.59427e-18           0.00      
/I1/MP15           fn               3.67725e-18           0.00      
/I1/MN0<7>         rd               2.63306e-18           0.00      
/I1/MN0<6>         rd               2.63306e-18           0.00      
/I1/MN0<5>         rd               2.63306e-18           0.00      
/I1/MN0<4>         rd               2.63306e-18           0.00      
/I1/MN0<3>         rd               2.63306e-18           0.00      
/I1/MN0<2>         rd               2.63306e-18           0.00      
/I1/MN0<1>         rd               2.63306e-18           0.00      
/I1/MN0<0>         rd               2.63306e-18           0.00      
/I1/MP8            fn               2.5322e-18            0.00      
/I43/M1            fn               2.47332e-18           0.00      
/I43/M4            rd               2.24136e-18           0.00      
/I43/MP11          fn               1.59081e-18           0.00      
/I1/MP9            fn               1.25304e-18           0.00      
/I1/MP123          rd               1.18043e-18           0.00      
/I1/MP17           rs               7.05833e-19           0.00      
/I1/MP18           rs               6.13723e-19           0.00      
/I43/MP10          fn               5.1917e-19            0.00      
/I1/MP123          rs               3.41857e-19           0.00      
/I43/M4            rs               2.61986e-19           0.00      
/I43/MP10          rd               2.38983e-19           0.00      
/I1/MP1            fn               1.99035e-19           0.00      
/I43/M3            rs               1.93115e-19           0.00      
/I1/MP14           fn               1.79044e-19           0.00      
/I1/MP16           rs               1.33096e-19           0.00      
/I43/M1            rd               7.63751e-20           0.00      
/I1/MP12           fn               3.82243e-20           0.00      
/MP8               rs               3.73615e-20           0.00      
/I43/MN12          rd               2.82957e-20           0.00      
/I43/M4            fn               5.98721e-21           0.00      
/I43/M3            fn               4.06497e-21           0.00      
/I0/I3/MP1         rd               3.6683e-21            0.00      
/I43/M3            rd               7.097e-22             0.00      
/I1/MP123          fn               2.3233e-23            0.00      
/MP12              id               5.20569e-26           0.00      
/MP12              rs               4.78458e-26           0.00      
/I0/I3/MP1         rs               2.04025e-26           0.00      
/MP8               id               6.92664e-27           0.00      
/I1/MP17           id               2.40823e-27           0.00      
/I1/MP18           id               2.04534e-27           0.00      
/I1/MP16           id               1.87694e-28           0.00      
/I1/MN181          id               2.84547e-31           0.00      
/I1/MN1            id               3.17186e-33           0.00      
/I1/MP4            fn               7.21302e-35           0.00      
/I0/I3/MN1         fn               1.08741e-35           0.00      
/I0/I3/MP1         id               6.67538e-41           0.00      
/I1/MP3            rd               4.41456e-43           0.00      
/MP2               id               3.31436e-43           0.00      
/I1/MP7            rd               2.5581e-44            0.00      
/I1/MN181          fn               1.3332e-45            0.00      
/I1/MN1            fn               1.01559e-53           0.00      
/I0/I3/MP1         fn               2.68164e-61           0.00      
/R9                fn               0                     0.00      
/R6/R2             flicker_noise    0                     0.00      
/R6/R1             flicker_noise    0                     0.00      
/R5                fn               0                     0.00      
/R11/R2            flicker_noise    0                     0.00      
/R11/R1            flicker_noise    0                     0.00      
/MP8               fn               0                     0.00      
/MP2               fn               0                     0.00      
/MP12              fn               0                     0.00      
/I5/R0             fn               0                     0.00      
/I5/L1             rn               0                     0.00      
/I5/L1             fn               0                     0.00      
/I23/R0            fn               0                     0.00      
/I23/L1            rn               0                     0.00      
/I23/L1            fn               0                     0.00      
/I20/R0            fn               0                     0.00      
/I20/L1            rn               0                     0.00      
/I20/L1            fn               0                     0.00      
/I19/R0            fn               0                     0.00      
/I19/L1            rn               0                     0.00      
/I19/L1            fn               0                     0.00      
/I15/R0            fn               0                     0.00      
/I15/L1            rn               0                     0.00      
/I15/L1            fn               0                     0.00      
/I10/R0            fn               0                     0.00      
/I10/L1            rn               0                     0.00      
/I10/L1            fn               0                     0.00      
/I1/R7/R2          flicker_noise    0                     0.00      
/I1/R7/R1          flicker_noise    0                     0.00      
/I1/R6/R2          flicker_noise    0                     0.00      
/I1/R6/R1          flicker_noise    0                     0.00      
/I1/R5/R2          flicker_noise    0                     0.00      
/I1/R5/R1          flicker_noise    0                     0.00      
/I1/R4/R2          flicker_noise    0                     0.00      
/I1/R4/R1          flicker_noise    0                     0.00      
/I1/R3/R2          flicker_noise    0                     0.00      
/I1/R3/R1          flicker_noise    0                     0.00      
/I1/R22/R2         flicker_noise    0                     0.00      
/I1/R22/R1         flicker_noise    0                     0.00      
/I1/R21/R2         flicker_noise    0                     0.00      
/I1/R21/R1         flicker_noise    0                     0.00      
/I1/R20/R2         flicker_noise    0                     0.00      
/I1/R20/R1         flicker_noise    0                     0.00      
/I1/R2/R2          flicker_noise    0                     0.00      
/I1/R2/R1          flicker_noise    0                     0.00      
/I1/R19/R2         flicker_noise    0                     0.00      
/I1/R19/R1         flicker_noise    0                     0.00      
/I1/R18/R2         flicker_noise    0                     0.00      
/I1/R18/R1         flicker_noise    0                     0.00      
/I1/R17/R2         flicker_noise    0                     0.00      
/I1/R17/R1         flicker_noise    0                     0.00      
/I1/R16/R2         flicker_noise    0                     0.00      
/I1/R16/R1         flicker_noise    0                     0.00      
/I1/R15/R2         flicker_noise    0                     0.00      
/I1/R15/R1         flicker_noise    0                     0.00      
/I1/R14/R2         flicker_noise    0                     0.00      
/I1/R14/R1         flicker_noise    0                     0.00      
/I1/R11/R2         flicker_noise    0                     0.00      
/I1/R11/R1         flicker_noise    0                     0.00      
/I1/R10            flicker_noise    0                     0.00      
/I1/R1/R2          flicker_noise    0                     0.00      
/I1/R1/R1          flicker_noise    0                     0.00      
/I1/MP7            fn               0                     0.00      
/I1/MP3            fn               0                     0.00      
/I1/MP18           fn               0                     0.00      
/I1/MP17           fn               0                     0.00      
/I1/MP16           fn               0                     0.00      
/I1/MP0            fn               0                     0.00      

Integrated Noise Summary (in V^2) Sorted By Noise Contributors
Total Summarized Noise = 6.87089e-08
Total Input Referred Noise = 1.12145e-07
The above noise summary info is for noise data with  time = 0.0


Device             Param            Noise Contribution    % Of Total
/I1/MP17           id               1.60701e-07           64.29     
/I1/R10            thermal_noise    4.08556e-09           1.63      
/R11/R2            thermal_noise    3.77168e-09           1.51      
/I1/MP18           id               3.47745e-09           1.39      
/I20/R0            rn               3.34751e-09           1.34      
/R11/R1            thermal_noise    2.88653e-09           1.15      
/I1/MP13           id               2.13375e-09           0.85      
/I1/R20/R2         thermal_noise    1.96278e-09           0.79      
/I1/R20/R1         thermal_noise    1.96278e-09           0.79      
/I1/MN4<7>         id               1.80542e-09           0.72      
/I1/MN4<6>         id               1.80542e-09           0.72      
/I1/MN4<5>         id               1.80542e-09           0.72      
/I1/MN4<4>         id               1.80542e-09           0.72      
/I1/MN4<3>         id               1.80542e-09           0.72      
/I1/MN4<2>         id               1.80542e-09           0.72      
/I1/MN4<1>         id               1.80542e-09           0.72      
/I1/MN4<0>         id               1.80542e-09           0.72      
/I1/MN32<1>        id               1.13628e-09           0.45      
/I1/MN32<0>        id               1.13628e-09           0.45      
/I1/I3/MP34<9>     id               5.86834e-10           0.23      
/I1/I3/MP34<8>     id               5.86834e-10           0.23      
/I1/I3/MP34<80>    id               5.86834e-10           0.23      
/I1/I3/MP34<7>     id               5.86834e-10           0.23      
/I1/I3/MP34<79>    id               5.86834e-10           0.23      
/I1/I3/MP34<78>    id               5.86834e-10           0.23      
/I1/I3/MP34<77>    id               5.86834e-10           0.23      
/I1/I3/MP34<76>    id               5.86834e-10           0.23      
/I1/I3/MP34<74>    id               5.86834e-10           0.23      
/I1/I3/MP34<73>    id               5.86834e-10           0.23      
/I1/I3/MP34<72>    id               5.86834e-10           0.23      
/I1/I3/MP34<71>    id               5.86834e-10           0.23      
/I1/I3/MP34<70>    id               5.86834e-10           0.23      
/I1/I3/MP34<6>     id               5.86834e-10           0.23      
/I1/I3/MP34<69>    id               5.86834e-10           0.23      
/I1/I3/MP34<68>    id               5.86834e-10           0.23      
/I1/I3/MP34<67>    id               5.86834e-10           0.23      
/I1/I3/MP34<66>    id               5.86834e-10           0.23      
/I1/I3/MP34<65>    id               5.86834e-10           0.23      
/I1/I3/MP34<64>    id               5.86834e-10           0.23      
/I1/I3/MP34<63>    id               5.86834e-10           0.23      
/I1/I3/MP34<62>    id               5.86834e-10           0.23      
/I1/I3/MP34<61>    id               5.86834e-10           0.23      
/I1/I3/MP34<60>    id               5.86834e-10           0.23      
/I1/I3/MP34<5>     id               5.86834e-10           0.23      
/I1/I3/MP34<59>    id               5.86834e-10           0.23      
/I1/I3/MP34<58>    id               5.86834e-10           0.23      
/I1/I3/MP34<57>    id               5.86834e-10           0.23      
/I1/I3/MP34<56>    id               5.86834e-10           0.23      
/I1/I3/MP34<55>    id               5.86834e-10           0.23      
/I1/I3/MP34<54>    id               5.86834e-10           0.23      
/I1/I3/MP34<53>    id               5.86834e-10           0.23      
/I1/I3/MP34<52>    id               5.86834e-10           0.23      
/I1/I3/MP34<51>    id               5.86834e-10           0.23      
/I1/I3/MP34<50>    id               5.86834e-10           0.23      
/I1/I3/MP34<4>     id               5.86834e-10           0.23      
/I1/I3/MP34<49>    id               5.86834e-10           0.23      
/I1/I3/MP34<48>    id               5.86834e-10           0.23      
/I1/I3/MP34<47>    id               5.86834e-10           0.23      
/I1/I3/MP34<46>    id               5.86834e-10           0.23      
/I1/I3/MP34<45>    id               5.86834e-10           0.23      
/I1/I3/MP34<44>    id               5.86834e-10           0.23      
/I1/I3/MP34<43>    id               5.86834e-10           0.23      
/I1/I3/MP34<42>    id               5.86834e-10           0.23      
/I1/I3/MP34<41>    id               5.86834e-10           0.23      
/I1/I3/MP34<40>    id               5.86834e-10           0.23      
/I1/I3/MP34<3>     id               5.86834e-10           0.23      
/I1/I3/MP34<39>    id               5.86834e-10           0.23      
/I1/I3/MP34<38>    id               5.86834e-10           0.23      
/I1/I3/MP34<37>    id               5.86834e-10           0.23      
/I1/I3/MP34<36>    id               5.86834e-10           0.23      
/I1/I3/MP34<35>    id               5.86834e-10           0.23      
/I1/I3/MP34<34>    id               5.86834e-10           0.23      
/I1/I3/MP34<33>    id               5.86834e-10           0.23      
/I1/I3/MP34<32>    id               5.86834e-10           0.23      
/I1/I3/MP34<31>    id               5.86834e-10           0.23      
/I1/I3/MP34<30>    id               5.86834e-10           0.23      
/I1/I3/MP34<2>     id               5.86834e-10           0.23      
/I1/I3/MP34<29>    id               5.86834e-10           0.23      
/I1/I3/MP34<28>    id               5.86834e-10           0.23      
/I1/I3/MP34<27>    id               5.86834e-10           0.23      
/I1/I3/MP34<26>    id               5.86834e-10           0.23      
/I1/I3/MP34<25>    id               5.86834e-10           0.23      
/I1/I3/MP34<24>    id               5.86834e-10           0.23      
/I1/I3/MP34<23>    id               5.86834e-10           0.23      
/I1/I3/MP34<22>    id               5.86834e-10           0.23      
/I1/I3/MP34<21>    id               5.86834e-10           0.23      
/I1/I3/MP34<20>    id               5.86834e-10           0.23      
/I1/I3/MP34<1>     id               5.86834e-10           0.23      
/I1/I3/MP34<19>    id               5.86834e-10           0.23      
/I1/I3/MP34<18>    id               5.86834e-10           0.23      
/I1/I3/MP34<17>    id               5.86834e-10           0.23      
/I1/I3/MP34<16>    id               5.86834e-10           0.23      
/I1/I3/MP34<15>    id               5.86834e-10           0.23      
/I1/I3/MP34<14>    id               5.86834e-10           0.23      
/I1/I3/MP34<13>    id               5.86834e-10           0.23      
/I1/I3/MP34<12>    id               5.86834e-10           0.23      
/I1/I3/MP34<11>    id               5.86834e-10           0.23      
/I1/I3/MP34<10>    id               5.86834e-10           0.23      
/I1/I3/MP34<0>     id               5.86834e-10           0.23      
/I1/I3/MP34<75>    id               5.86834e-10           0.23      
/I1/R19/R2         thermal_noise    2.57275e-10           0.10      
/I1/R19/R1         thermal_noise    2.57275e-10           0.10      
/I1/MP14           id               1.59994e-10           0.06      
/I1/MP11           id               1.41339e-10           0.06      
/I1/MP17           rd               6.32971e-11           0.03      
/I1/MP17           rs               6.31532e-11           0.03      
/I15/R0            rn               3.89466e-11           0.02      
/I23/R0            rn               3.47575e-11           0.01      
/I1/R4/R1          thermal_noise    1.58417e-11           0.01      
/I1/R4/R2          thermal_noise    1.58012e-11           0.01      
/I19/R0            rn               1.46661e-11           0.01      
/I1/MN4<7>         fn               1.43831e-11           0.01      
/I1/MN4<6>         fn               1.43831e-11           0.01      
/I1/MN4<5>         fn               1.43831e-11           0.01      
/I1/MN4<4>         fn               1.43831e-11           0.01      
/I1/MN4<3>         fn               1.43831e-11           0.01      
/I1/MN4<2>         fn               1.43831e-11           0.01      
/I1/MN4<1>         fn               1.43831e-11           0.01      
/I1/MN4<0>         fn               1.43831e-11           0.01      
/I1/MN32<1>        fn               1.36843e-11           0.01      
/I1/MN32<0>        fn               1.36843e-11           0.01      
/I1/MN181          id               7.46696e-12           0.00      
/I1/MP15           id               5.75516e-12           0.00      
/R6/R1             thermal_noise    5.57501e-12           0.00      
/I1/R22/R2         thermal_noise    4.59431e-12           0.00      
/I1/R22/R1         thermal_noise    4.59429e-12           0.00      
/I1/R2/R2          thermal_noise    2.61597e-12           0.00      
/I1/MP18           rd               1.95179e-12           0.00      
/I1/MP18           rs               1.37096e-12           0.00      
/I1/MP13           fn               9.83644e-13           0.00      
/I1/I3/MP34<9>     fn               9.80097e-13           0.00      
/I1/I3/MP34<8>     fn               9.80097e-13           0.00      
/I1/I3/MP34<80>    fn               9.80097e-13           0.00      
/I1/I3/MP34<7>     fn               9.80097e-13           0.00      
/I1/I3/MP34<79>    fn               9.80097e-13           0.00      
/I1/I3/MP34<78>    fn               9.80097e-13           0.00      
/I1/I3/MP34<77>    fn               9.80097e-13           0.00      
/I1/I3/MP34<76>    fn               9.80097e-13           0.00      
/I1/I3/MP34<74>    fn               9.80097e-13           0.00      
/I1/I3/MP34<73>    fn               9.80097e-13           0.00      
/I1/I3/MP34<72>    fn               9.80097e-13           0.00      
/I1/I3/MP34<71>    fn               9.80097e-13           0.00      
/I1/I3/MP34<70>    fn               9.80097e-13           0.00      
/I1/I3/MP34<6>     fn               9.80097e-13           0.00      
/I1/I3/MP34<69>    fn               9.80097e-13           0.00      
/I1/I3/MP34<68>    fn               9.80097e-13           0.00      
/I1/I3/MP34<67>    fn               9.80097e-13           0.00      
/I1/I3/MP34<66>    fn               9.80097e-13           0.00      
/I1/I3/MP34<65>    fn               9.80097e-13           0.00      
/I1/I3/MP34<64>    fn               9.80097e-13           0.00      
/I1/I3/MP34<63>    fn               9.80097e-13           0.00      
/I1/I3/MP34<62>    fn               9.80097e-13           0.00      
/I1/I3/MP34<61>    fn               9.80097e-13           0.00      
/I1/I3/MP34<60>    fn               9.80097e-13           0.00      
/I1/I3/MP34<5>     fn               9.80097e-13           0.00      
/I1/I3/MP34<59>    fn               9.80097e-13           0.00      
/I1/I3/MP34<58>    fn               9.80097e-13           0.00      
/I1/I3/MP34<57>    fn               9.80097e-13           0.00      
/I1/I3/MP34<56>    fn               9.80097e-13           0.00      
/I1/I3/MP34<55>    fn               9.80097e-13           0.00      
/I1/I3/MP34<54>    fn               9.80097e-13           0.00      
/I1/I3/MP34<53>    fn               9.80097e-13           0.00      
/I1/I3/MP34<52>    fn               9.80097e-13           0.00      
/I1/I3/MP34<51>    fn               9.80097e-13           0.00      
/I1/I3/MP34<50>    fn               9.80097e-13           0.00      
/I1/I3/MP34<4>     fn               9.80097e-13           0.00      
/I1/I3/MP34<49>    fn               9.80097e-13           0.00      
/I1/I3/MP34<48>    fn               9.80097e-13           0.00      
/I1/I3/MP34<47>    fn               9.80097e-13           0.00      
/I1/I3/MP34<46>    fn               9.80097e-13           0.00      
/I1/I3/MP34<45>    fn               9.80097e-13           0.00      
/I1/I3/MP34<44>    fn               9.80097e-13           0.00      
/I1/I3/MP34<43>    fn               9.80097e-13           0.00      
/I1/I3/MP34<42>    fn               9.80097e-13           0.00      
/I1/I3/MP34<41>    fn               9.80097e-13           0.00      
/I1/I3/MP34<40>    fn               9.80097e-13           0.00      
/I1/I3/MP34<3>     fn               9.80097e-13           0.00      
/I1/I3/MP34<39>    fn               9.80097e-13           0.00      
/I1/I3/MP34<38>    fn               9.80097e-13           0.00      
/I1/I3/MP34<37>    fn               9.80097e-13           0.00      
/I1/I3/MP34<36>    fn               9.80097e-13           0.00      
/I1/I3/MP34<35>    fn               9.80097e-13           0.00      
/I1/I3/MP34<34>    fn               9.80097e-13           0.00      
/I1/I3/MP34<33>    fn               9.80097e-13           0.00      
/I1/I3/MP34<32>    fn               9.80097e-13           0.00      
/I1/I3/MP34<31>    fn               9.80097e-13           0.00      
/I1/I3/MP34<30>    fn               9.80097e-13           0.00      
/I1/I3/MP34<2>     fn               9.80097e-13           0.00      
/I1/I3/MP34<29>    fn               9.80097e-13           0.00      
/I1/I3/MP34<28>    fn               9.80097e-13           0.00      
/I1/I3/MP34<27>    fn               9.80097e-13           0.00      
/I1/I3/MP34<26>    fn               9.80097e-13           0.00      
/I1/I3/MP34<25>    fn               9.80097e-13           0.00      
/I1/I3/MP34<24>    fn               9.80097e-13           0.00      
/I1/I3/MP34<23>    fn               9.80097e-13           0.00      
/I1/I3/MP34<22>    fn               9.80097e-13           0.00      
/I1/I3/MP34<21>    fn               9.80097e-13           0.00      
/I1/I3/MP34<20>    fn               9.80097e-13           0.00      
/I1/I3/MP34<1>     fn               9.80097e-13           0.00      
/I1/I3/MP34<19>    fn               9.80097e-13           0.00      
/I1/I3/MP34<18>    fn               9.80097e-13           0.00      
/I1/I3/MP34<17>    fn               9.80097e-13           0.00      
/I1/I3/MP34<16>    fn               9.80097e-13           0.00      
/I1/I3/MP34<15>    fn               9.80097e-13           0.00      
/I1/I3/MP34<14>    fn               9.80097e-13           0.00      
/I1/I3/MP34<13>    fn               9.80097e-13           0.00      
/I1/I3/MP34<12>    fn               9.80097e-13           0.00      
/I1/I3/MP34<11>    fn               9.80097e-13           0.00      
/I1/I3/MP34<10>    fn               9.80097e-13           0.00      
/I1/I3/MP34<0>     fn               9.80097e-13           0.00      
/I1/I3/MP34<75>    fn               9.80097e-13           0.00      
/I1/R11/R1         thermal_noise    7.78692e-13           0.00      
/I1/R11/R2         thermal_noise    7.40483e-13           0.00      
/I1/MP13           rs               6.76902e-13           0.00      
/I1/R6/R1          thermal_noise    5.50549e-13           0.00      
/I1/I3/MP34<9>     rs               5.30409e-13           0.00      
/I1/I3/MP34<8>     rs               5.30409e-13           0.00      
/I1/I3/MP34<80>    rs               5.30409e-13           0.00      
/I1/I3/MP34<7>     rs               5.30409e-13           0.00      
/I1/I3/MP34<79>    rs               5.30409e-13           0.00      
/I1/I3/MP34<78>    rs               5.30409e-13           0.00      
/I1/I3/MP34<77>    rs               5.30409e-13           0.00      
/I1/I3/MP34<76>    rs               5.30409e-13           0.00      
/I1/I3/MP34<75>    rs               5.30409e-13           0.00      
/I1/I3/MP34<74>    rs               5.30409e-13           0.00      
/I1/I3/MP34<73>    rs               5.30409e-13           0.00      
/I1/I3/MP34<72>    rs               5.30409e-13           0.00      
/I1/I3/MP34<71>    rs               5.30409e-13           0.00      
/I1/I3/MP34<70>    rs               5.30409e-13           0.00      
/I1/I3/MP34<6>     rs               5.30409e-13           0.00      
/I1/I3/MP34<69>    rs               5.30409e-13           0.00      
/I1/I3/MP34<68>    rs               5.30409e-13           0.00      
/I1/I3/MP34<67>    rs               5.30409e-13           0.00      
/I1/I3/MP34<66>    rs               5.30409e-13           0.00      
/I1/I3/MP34<65>    rs               5.30409e-13           0.00      
/I1/I3/MP34<64>    rs               5.30409e-13           0.00      
/I1/I3/MP34<63>    rs               5.30409e-13           0.00      
/I1/I3/MP34<62>    rs               5.30409e-13           0.00      
/I1/I3/MP34<61>    rs               5.30409e-13           0.00      
/I1/I3/MP34<60>    rs               5.30409e-13           0.00      
/I1/I3/MP34<5>     rs               5.30409e-13           0.00      
/I1/I3/MP34<59>    rs               5.30409e-13           0.00      
/I1/I3/MP34<58>    rs               5.30409e-13           0.00      
/I1/I3/MP34<57>    rs               5.30409e-13           0.00      
/I1/I3/MP34<56>    rs               5.30409e-13           0.00      
/I1/I3/MP34<55>    rs               5.30409e-13           0.00      
/I1/I3/MP34<54>    rs               5.30409e-13           0.00      
/I1/I3/MP34<53>    rs               5.30409e-13           0.00      
/I1/I3/MP34<52>    rs               5.30409e-13           0.00      
/I1/I3/MP34<51>    rs               5.30409e-13           0.00      
/I1/I3/MP34<50>    rs               5.30409e-13           0.00      
/I1/I3/MP34<4>     rs               5.30409e-13           0.00      
/I1/I3/MP34<49>    rs               5.30409e-13           0.00      
/I1/I3/MP34<48>    rs               5.30409e-13           0.00      
/I1/I3/MP34<47>    rs               5.30409e-13           0.00      
/I1/I3/MP34<46>    rs               5.30409e-13           0.00      
/I1/I3/MP34<45>    rs               5.30409e-13           0.00      
/I1/I3/MP34<44>    rs               5.30409e-13           0.00      
/I1/I3/MP34<43>    rs               5.30409e-13           0.00      
/I1/I3/MP34<42>    rs               5.30409e-13           0.00      
/I1/I3/MP34<41>    rs               5.30409e-13           0.00      
/I1/I3/MP34<40>    rs               5.30409e-13           0.00      
/I1/I3/MP34<3>     rs               5.30409e-13           0.00      
/I1/I3/MP34<39>    rs               5.30409e-13           0.00      
/I1/I3/MP34<38>    rs               5.30409e-13           0.00      
/I1/I3/MP34<37>    rs               5.30409e-13           0.00      
/I1/I3/MP34<36>    rs               5.30409e-13           0.00      
/I1/I3/MP34<35>    rs               5.30409e-13           0.00      
/I1/I3/MP34<34>    rs               5.30409e-13           0.00      
/I1/I3/MP34<33>    rs               5.30409e-13           0.00      
/I1/I3/MP34<32>    rs               5.30409e-13           0.00      
/I1/I3/MP34<31>    rs               5.30409e-13           0.00      
/I1/I3/MP34<30>    rs               5.30409e-13           0.00      
/I1/I3/MP34<2>     rs               5.30409e-13           0.00      
/I1/I3/MP34<29>    rs               5.30409e-13           0.00      
/I1/I3/MP34<28>    rs               5.30409e-13           0.00      
/I1/I3/MP34<27>    rs               5.30409e-13           0.00      
/I1/I3/MP34<26>    rs               5.30409e-13           0.00      
/I1/I3/MP34<25>    rs               5.30409e-13           0.00      
/I1/I3/MP34<24>    rs               5.30409e-13           0.00      
/I1/I3/MP34<23>    rs               5.30409e-13           0.00      
/I1/I3/MP34<22>    rs               5.30409e-13           0.00      
/I1/I3/MP34<21>    rs               5.30409e-13           0.00      
/I1/I3/MP34<20>    rs               5.30409e-13           0.00      
/I1/I3/MP34<1>     rs               5.30409e-13           0.00      
/I1/I3/MP34<19>    rs               5.30409e-13           0.00      
/I1/I3/MP34<18>    rs               5.30409e-13           0.00      
/I1/I3/MP34<17>    rs               5.30409e-13           0.00      
/I1/I3/MP34<16>    rs               5.30409e-13           0.00      
/I1/I3/MP34<15>    rs               5.30409e-13           0.00      
/I1/I3/MP34<14>    rs               5.30409e-13           0.00      
/I1/I3/MP34<13>    rs               5.30409e-13           0.00      
/I1/I3/MP34<12>    rs               5.30409e-13           0.00      
/I1/I3/MP34<11>    rs               5.30409e-13           0.00      
/I1/I3/MP34<10>    rs               5.30409e-13           0.00      
/I1/I3/MP34<0>     rs               5.30409e-13           0.00      
/R6/R2             thermal_noise    5.11681e-13           0.00      
/I1/MP11           rd               4.57313e-13           0.00      
/I1/MN181          rs               4.4767e-13            0.00      
/I1/MN32<1>        rs               4.43924e-13           0.00      
/I1/MN32<0>        rs               4.43924e-13           0.00      
/I1/MN181          rd               4.43378e-13           0.00      
/I1/R6/R2          thermal_noise    4.22594e-13           0.00      
/I1/R18/R1         thermal_noise    2.92263e-13           0.00      
/I1/R15/R1         thermal_noise    2.6598e-13            0.00      
/I1/R1/R1          thermal_noise    2.49386e-13           0.00      
/I1/R18/R2         thermal_noise    2.34712e-13           0.00      
/I1/R15/R2         thermal_noise    2.33452e-13           0.00      
/I1/MP14           fn               2.16122e-13           0.00      
/I1/MN4<7>         rs               1.48905e-13           0.00      
/I1/MN4<6>         rs               1.48905e-13           0.00      
/I1/MN4<5>         rs               1.48905e-13           0.00      
/I1/MN4<4>         rs               1.48905e-13           0.00      
/I1/MN4<3>         rs               1.48905e-13           0.00      
/I1/MN4<2>         rs               1.48905e-13           0.00      
/I1/MN4<1>         rs               1.48905e-13           0.00      
/I1/MN4<0>         rs               1.48905e-13           0.00      
/I1/MP16           id               1.33786e-13           0.00      
/I1/MP12           id               1.31558e-13           0.00      
/I1/MP14           rs               8.87261e-14           0.00      
/I1/MN32<1>        rd               8.59915e-14           0.00      
/I1/MN32<0>        rd               8.59915e-14           0.00      
/I1/R21/R1         thermal_noise    7.22651e-14           0.00      
/I1/R14/R1         thermal_noise    5.85762e-14           0.00      
/I43/M1            id               5.27039e-14           0.00      
/I1/MP9            id               4.88414e-14           0.00      
/I43/M2            id               4.68099e-14           0.00      
/I43/M5            id               3.54357e-14           0.00      
/I1/MP15           fn               3.50002e-14           0.00      
/I1/R17/R2         thermal_noise    2.03728e-14           0.00      
/I1/R17/R1         thermal_noise    2.03717e-14           0.00      
/I1/R21/R2         thermal_noise    1.9983e-14            0.00      
/I1/MN4<7>         rd               1.97526e-14           0.00      
/I1/MN4<6>         rd               1.97526e-14           0.00      
/I1/MN4<5>         rd               1.97526e-14           0.00      
/I1/MN4<4>         rd               1.97526e-14           0.00      
/I1/MN4<3>         rd               1.97526e-14           0.00      
/I1/MN4<2>         rd               1.97526e-14           0.00      
/I1/MN4<1>         rd               1.97526e-14           0.00      
/I1/MN4<0>         rd               1.97526e-14           0.00      
/I1/MP0            id               1.85974e-14           0.00      
/I5/R0             rn               1.79221e-14           0.00      
/I1/MP11           rs               1.66427e-14           0.00      
/I1/R2/R1          thermal_noise    1.5373e-14            0.00      
/I10/R0            rn               1.48717e-14           0.00      
/I1/MP15           rs               1.426e-14             0.00      
/I1/I3/MP34<75>    rd               1.42458e-14           0.00      
/I1/I3/MP34<9>     rd               1.42458e-14           0.00      
/I1/I3/MP34<8>     rd               1.42458e-14           0.00      
/I1/I3/MP34<80>    rd               1.42458e-14           0.00      
/I1/I3/MP34<7>     rd               1.42458e-14           0.00      
/I1/I3/MP34<79>    rd               1.42458e-14           0.00      
/I1/I3/MP34<78>    rd               1.42458e-14           0.00      
/I1/I3/MP34<77>    rd               1.42458e-14           0.00      
/I1/I3/MP34<76>    rd               1.42458e-14           0.00      
/I1/I3/MP34<74>    rd               1.42458e-14           0.00      
/I1/I3/MP34<73>    rd               1.42458e-14           0.00      
/I1/I3/MP34<72>    rd               1.42458e-14           0.00      
/I1/I3/MP34<71>    rd               1.42458e-14           0.00      
/I1/I3/MP34<70>    rd               1.42458e-14           0.00      
/I1/I3/MP34<6>     rd               1.42458e-14           0.00      
/I1/I3/MP34<69>    rd               1.42458e-14           0.00      
/I1/I3/MP34<68>    rd               1.42458e-14           0.00      
/I1/I3/MP34<67>    rd               1.42458e-14           0.00      
/I1/I3/MP34<66>    rd               1.42458e-14           0.00      
/I1/I3/MP34<65>    rd               1.42458e-14           0.00      
/I1/I3/MP34<64>    rd               1.42458e-14           0.00      
/I1/I3/MP34<63>    rd               1.42458e-14           0.00      
/I1/I3/MP34<62>    rd               1.42458e-14           0.00      
